45;4.275784900651926E-5;5.566964876362391E-5
46;4.175530577783084E-5;5.500316270107497E-5
47;4.079899667849497E-5;5.4360752368062695E-5
48;3.988576710843693E-5;5.374102139405816E-5
49;3.901274518294543E-5;5.31426826181095E-5
50;3.8177310571273455E-5;5.25645474874472E-5
51;3.737706738681924E-5;5.200551667230215E-5
52;3.660982052511658E-5;5.1464571737375915E-5
53;3.587355494684885E-5;5.0940767733766924E-5
54;3.516641748542065E-5;5.043322659478926E-5
55;3.448670082605527E-5;4.994113123562951E-5
56;3.383282935885729E-5;4.9463720270747624E-5
57;3.3203346654119615E-5;4.90002832747272E-5
58;3.259690434617227E-5;4.8550156522306144E-5
59;3.201225224374281E-5;4.811271915186095E-5
60;3.144822951126688E-5;4.76873897038899E-5
61;3.090375678779903E-5;4.7273622992285024E-5
62;3.03778291288679E-5;4.687090727152172E-5
63;2.986950967241212E-5;4.647876166749646E-5
64;2.9377923943315292E-5;4.6096733843709473E-5
65;2.8902254722429105E-5;4.572439787790765E-5
66;2.8441737415669974E-5;4.5361352327276195E-5
67;2.7995655867060584E-5;4.500721846283856E-5
68;2.756333856669503E-5;4.4661638655960675E-5
69;2.7144155210709824E-5;4.432427490181356E-5
70;2.673751357560525E-5;4.3994807466344614E-5
71;2.6342856673811055E-5;4.367293364481144E-5
72;2.5959660161320236E-5;4.335836662122036E-5
73;2.558742997163739E-5;4.305083441918455E-5
74;2.522570015325457E-5;4.275007893570915E-5
75;2.4874030890462683E-5;4.2455855050310706E-5
76;2.4532006689565956E-5;4.216792980266158E-5
77;2.4199234714552366E-5;4.188608163265653E-5
78;2.3875343258005767E-5;4.161009967739358E-5
79;2.3559980334577743E-5;4.13397831201379E-5
80;2.325281238567903E-5;4.10749405868018E-5
81;2.2953523085236484E-5;4.08153895859172E-5
82;2.2661812237410738E-5;4.05609559884641E-5
83;2.2377394758097697E-5;4.0311473544257335E-5
84;2.2099999732856693E-5;4.00667834319129E-5
85;2.182936954464217E-5;3.982673383968095E-5
86;2.156525906536363E-5;3.9591179574687315E-5
87;2.1307434905876504E-5;3.935998169834409E-5
88;2.105567471952477E-5;3.913300718589545E-5
89;2.080976655481567E-5;3.89101286082373E-5
90;2.0569508253221196E-5;3.869122383431724E-5
91;2.0334706888469074E-5;3.84761757525683E-5
92;2.0105178244019762E-5;3.8264872009958346E-5
93;1.98807463257211E-5;3.805720476735604E-5
94;1.9661242906905155E-5;3.785307047003285E-5
95;1.9446507103425843E-5;3.765236963220522E-5
96;1.9236384976361835E-5;3.7455006634618466E-5
97;1.903072916030007E-5;3.72608895342538E-5
98;1.8829398515294415E-5;3.706992988531206E-5
99;1.8632257800756075E-5;3.688204257069757E-5
100;1.8439177369676503E-5;3.6697145643278766E-5
101;1.8250032881715813E-5;3.651516017627344E-5
102;1.8064705033809717E-5;3.6336010122139976E-5
103;1.7883079307058257E-5;3.615962217941379E-5
104;1.7705045728756042E-5;3.5985925666969835E-5
105;1.7530498648517222E-5;3.5814852405221663E-5
106;1.735933652752697E-5;3.564633660381616E-5
107;1.7191461740030778E-5;3.548031475541221E-5
108;1.702678038623751E-5;3.531672553514882E-5
109;1.6865202115875775E-5;3.5155509705457364E-5
110;1.6706639961704224E-5;3.499661002588201E-5
111;1.6551010182322113E-5;3.483997116759999E-5
112;1.6398232113680637E-5;3.468553963235983E-5
113;1.6248228028736777E-5;3.453326367556312E-5
114;1.610092300473284E-5;3.4383093233254815E-5
115;1.5956244797620916E-5;3.423497985277727E-5
116;1.5814123723188136E-5;3.4088876626882524E-5
117;1.5674492544467288E-5;3.394473813109632E-5
118;1.5537286365048825E-5;3.380252036414918E-5
119;1.5402442527934994E-5;3.366218069129905E-5
120;1.5269900519603347E-5;3.352367779037804E-5
121;1.5139601878968572E-5;3.338697160041489E-5
122;1.5011490110952374E-5;3.3252023272687474E-5
123;1.4885510604392317E-5;3.3118795124069854E-5
124;1.476161055403529E-5;3.298725059255165E-5
125;1.4639738886382366E-5;3.285735419480454E-5
126;1.4519846189163277E-5;3.272907148569599E-5
127;1.4401884644234611E-5;3.2602369019637713E-5
128;1.4285807963709376E-5;3.24772143136725E-5
129;1.417157132913822E-5;3.235357581221229E-5
130;1.4059131333572014E-5;3.223142285333674E-5
131;1.3948445926348672E-5;3.211072563657367E-5
132;1.3839474360455088E-5;3.1991455192085006E-5
133;1.3732177142325305E-5;3.1873583351186046E-5
134;1.3626515983943577E-5;3.1757082718129846E-5
135;1.3522453757130925E-5;3.164192664309605E-5
136;1.3419954449898346E-5;3.152808919631909E-5
137;1.3318983124759108E-5;3.1415545143305887E-5
138;1.3219505878898252E-5;3.1304269921082356E-5
139;1.3121489806102785E-5;3.119423961542497E-5
140;1.3024902960362937E-5;3.1085430939026466E-5
141;1.2929714321059146E-5;3.097782121054991E-5
142;1.2835893759654405E-5;3.087138833453123E-5
143;1.2743412007817057E-5;3.0766110782088726E-5
144;1.2652240626902345E-5;3.0661967572401015E-5
145;1.2562351978725537E-5;3.055893825492087E-5
146;1.2473719197563543E-5;3.0457002892284502E-5
147;1.2386316163325088E-5;3.0356142043890558E-5
148;1.230011747583218E-5;3.0256336750115114E-5
149;1.2215098430160402E-5;3.0157568517134702E-5
150;1.2131234992987423E-5;3.0059819302328334E-5
151;1.2048503779900807E-5;2.996307150023636E-5
152;1.1966882033621292E-5;2.9867307929044524E-5
153;1.1886347603098028E-5;2.9772511817580616E-5
154;1.1806878923435292E-5;2.9678666792788183E-5
155;1.1728454996612383E-5;2.958575686766939E-5
156;1.1651055372960661E-5;2.949376642966556E-5
157;1.1574660133362463E-5;2.9402680229465678E-5
158;1.1499249872140034E-5;2.9312483370218034E-5
159;1.142480568060291E-5;2.922316129713035E-5
160;1.1351309131224898E-5;2.913469978744391E-5
161;1.1278742262421857E-5;2.904708494076169E-5
162;1.1207087563904713E-5;2.8960303169720415E-5
163;1.113632796258174E-5;2.8874341190986734E-5
164;1.1066446808986987E-5;2.878918601657228E-5
165;1.0997427864211102E-5;2.87048249454455E-5
166;1.0929255287313754E-5;2.8621245555433947E-5
167;1.0861913623196579E-5;2.8538435695403682E-5
168;1.0795387790917822E-5;2.8456383477706207E-5
169;1.0729663072428739E-5;2.837507727087715E-5
170;1.0664725101715162E-5;2.8294505692585043E-5
171;1.0600559854327125E-5;2.821465760281226E-5
172;1.0537153637280106E-5;2.8135522097263298E-5
173;1.047449307931268E-5;2.8057088500991216E-5
174;1.0412565121486334E-5;2.7979346362232912E-5
175;1.0351357008113022E-5;2.7902285446446E-5
176;1.0290856277997392E-5;2.7825895730537335E-5
177;1.0231050755981104E-5;2.7750167397280333E-5
178;1.0171928544777131E-5;2.767509082990904E-5
179;1.0113478017082209E-5;2.7600656606885657E-5
180;1.0055687807956858E-5;2.7526855496832297E-5
181;9.998546807462189E-6;2.7453678453626558E-5
